Dia Semana,Data,Atendimento,Demandante,Atuação,Modelo,Sem OS,Com OS,KM Terrestre,KM Aéreo,Preventiva,Corretiva,Instalacao,Treinamento,Viagem,Cidade,UF,Folga Trabalhada,Papelada,Plantao,Cod. IBGE UF,Cod. IBGE Cidade,Ano,Mes,MesNome
Sexta,20/10/2023,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Sábado,21/10/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Domingo,22/10/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Segunda,23/10/2023,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Terça,24/10/2023,Reunião as 08:30 + fábrica + retirada 2 pares cortina e fonte,Fábio Santos,Trabalhado,,3,0,280,0,0,0,0,0,0,Indaiatuba,SP,0,0,0,35,3520509,2023,10,Outubro
Quarta,25/10/2023,ML GRU 2 troca fonte e cabo as 20:00 02 cx100100D,Fábio Santos,Trabalhado,CX100100D,0,2,100,0,0,2,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2023,10,Outubro
Quinta,26/10/2023,ML SBC troca cortina e corr. 02 cx100100D,Fábio Santos,Trabalhado,CX100100D,0,2,100,0,0,2,0,0,0,São Bernardo do Campo,SP,0,0,0,35,3548708,2023,10,Outubro
Sexta,27/10/2023,Alinhamento viagem Petrolina,Paulinele,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Sábado,28/10/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Domingo,29/10/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Segunda,30/10/2023,Alinhamento viagem Petrolina,Paulinele,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,10,Outubro
Terça,31/10/2023,"fábrica + dev. 2 pares cortina, 1 fonte, 1 Cabo teclado 100100D + Papelada",Fábio Santos,Trabalhado,,5,0,280,0,0,0,0,0,0,Indaiatuba,SP,0,1,0,35,3520509,2023,10,Outubro
Quarta,01/11/2023,Prev Casa Itaquera + Prev Casa SBC 1 e 2 + remota pres. Guaíba /RS,Fábio Santos,Trabalhado,HT2000GA,0,4,100,0,3,1,0,0,0,São Bernardo do Campo,SP,0,0,0,35,3548708,2023,11,Novembro
Quinta,02/11/2023,Finados,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,11,Novembro
Sexta,03/11/2023,prev. Casa São Luís 1 e 2,Fábio Santos,Trabalhado,HT2000GA,0,2,120,0,2,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,11,Novembro
Sábado,04/11/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,11,Novembro
Domingo,05/11/2023,vôo ida GRU - PNZ as 22:05,Paulinele,Trabalhado,,1,0,50,1700,0,0,0,0,1,Petrolina,PE,0,0,0,26,2611101,2023,11,Novembro
Segunda,06/11/2023,inst e trei Pen. Petrolina/PE 100100TI,Paulinele,Trabalhado,CX100100TI,1,1,50,0,0,0,1,1,1,Petrolina,PE,0,0,0,26,2611101,2023,11,Novembro
Terça,07/11/2023,trei Pen. Petrolina/PE + prev. 6040 Campo Formoso/BA + retirada tubo Campo Formoso,Paulinele,Trabalhado,CX6040BI,2,1,180,0,1,0,0,1,1,Campo Formoso,BA,0,0,0,29,2906006,2023,11,Novembro
Quarta,08/11/2023,prev. 6040 Irecê/BA + hotel Irecê/BA,Paulinele,Trabalhado,CX6040BI,1,1,280,0,1,0,0,0,1,Irecê,BA,0,0,0,29,2914604,2023,11,Novembro
Quinta,09/11/2023,volta Irecê / BA até Petrolina / PE + hotel Petrolina,Paulinele,Trabalhado,,2,0,440,0,0,0,0,0,1,Petrolina,PE,0,0,0,26,2611101,2023,11,Novembro
Sexta,10/11/2023,Folga Plantão + Petrolina/PE,0,Folga Plantão,,1,0,0,0,0,0,0,0,1,Petrolina,PE,0,0,0,26,2611101,2023,11,Novembro
Sábado,11/11/2023,Plantão + vôo retorno PNZ - GRU as 02:30,Plantão,Trabalhado,,2,0,50,1700,0,0,0,0,1,Petrolina,PE,0,0,1,26,2611101,2023,11,Novembro
Domingo,12/11/2023,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2023,11,Novembro
Segunda,13/11/2023,"Folga Banco + Ted devolução 83,60 reembolso errado a mais",0,Folga Banco,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,11,Novembro
Terça,14/11/2023,sensor Ruy + sensor Romão Gomes + agendamento preventivas,Diego,Trabalhado,,3,0,90,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,11,Novembro
Quarta,15/11/2023,Proclamação da Republica,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,11,Novembro
Quinta,16/11/2023,ML GRU 2 prev. 03 100100D + prova GRU,Diego,Trabalhado,CX100100D,1,3,100,0,3,0,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2023,11,Novembro
Sexta,17/11/2023,ML GRU 2 prev. 03 100100D,Diego,Trabalhado,CX100100D,0,3,100,0,3,0,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2023,11,Novembro
Sábado,18/11/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,11,Novembro
Domingo,19/11/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,11,Novembro
Segunda,20/11/2023,Consciência Negra,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,11,Novembro
Terça,21/11/2023,ML GRU 1 prev. 03 100100D + Azul TECA GRU prev 01 100100Ti,Diego,Trabalhado,CX100100D,0,4,100,0,4,0,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2023,11,Novembro
Quarta,22/11/2023,reunião 08:15 + Papelada com devolução sensor Romão Gomes,Barbosa,Trabalhado,,2,0,0,0,0,0,0,0,0,São Paulo,SP,0,1,0,35,3550308,2023,11,Novembro
Quinta,23/11/2023,agendamento Natal + agendamento Banco Safra,Diego,Trabalhado,,2,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,11,Novembro
Sexta,24/11/2023,alinhamento instalação TR2000DC,Diego,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,11,Novembro
Sábado,25/11/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,11,Novembro
Domingo,26/11/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,11,Novembro
Segunda,27/11/2023,inst e trei TR2000DC banco safra + remota correios São Luís,Diego,Trabalhado,TR2000DC,0,2,60,0,0,1,1,1,0,São Paulo,SP,0,0,0,35,3550308,2023,11,Novembro
Terça,28/11/2023,bastão rfid tr2000dc com William,Bruno,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,11,Novembro
Quarta,29/11/2023,alinhamento Natal e Juazeiro/BA + doc safra assinatura,Barbosa,Trabalhado,,2,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,11,Novembro
Quinta,30/11/2023,sup Ricardo Maceió + alin exame periódico RH + docs viagem natal e Juazeiro + sup Anderson recife,RH,Trabalhado,,5,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,11,Novembro
Sexta,01/12/2023,Papelada + NR-10 + corretiva Safra TR2000DC,Barbosa,Trabalhado,TR2000DC,2,1,0,0,0,1,0,1,0,São Paulo,SP,0,1,0,35,3550308,2023,12,Dezembro
Sábado,02/12/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,12,Dezembro
Domingo,03/12/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,12,Dezembro
Segunda,04/12/2023,corretiva Safra tr2000dc + vôo ida GRU - PNZ 22:10 + NR 10,Barbosa,Trabalhado,TR2000DC,2,1,110,1700,0,1,0,1,1,Petrolina,PE,0,0,0,26,2611101,2023,12,Dezembro
Terça,05/12/2023,Inst e trei fórum Juazeiro/BA + NR 10 + suporte Rogério TR2000DC,Barbosa,Trabalhado,CX6040BI,3,1,25,0,0,0,1,1,1,Juazeiro,BA,0,0,0,29,2918407,2023,12,Dezembro
Quarta,06/12/2023,trei fórum Juazeiro/BA + NR 10,Barbosa,Trabalhado,CX6040BI,2,0,30,0,0,0,0,1,1,Juazeiro,BA,0,0,0,29,2918407,2023,12,Dezembro
Quinta,07/12/2023,vôo retorno PNZ - GRU 02:30 + NR 10 + sup Rogério TR2000DC,Barbosa,Trabalhado,,3,0,50,1700,0,0,0,1,1,Petrolina,PE,0,0,0,26,2611101,2023,12,Dezembro
Sexta,08/12/2023,periódico RH 10:30 + entrega NR 10,RH,Trabalhado,,2,0,92,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,12,Dezembro
Sábado,09/12/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,12,Dezembro
Domingo,10/12/2023,Corr. Casa Brás,Paulinele,Trabalhado,HT2000GA,0,1,85,0,0,1,0,0,0,São Paulo,SP,1,0,0,35,3550308,2023,12,Dezembro
Segunda,11/12/2023,papelada + Vôo ida GRU - NAT 14:10 + corr e acomp TR1000QC das 20:30 as 23:00,Barbosa,Trabalhado,TR1000QC,2,1,70,2350,0,1,0,0,1,Natal,RN,0,1,0,24,2408102,2023,12,Dezembro
Terça,12/12/2023,acomp TR1000QC das 20:30 as 23:00 + sup. Anderson TR2000DC,Barbosa,Trabalhado,TR1000QC,2,0,78,0,0,0,0,1,1,Natal,RN,0,0,0,24,2408102,2023,12,Dezembro
Quarta,13/12/2023,acomp TR1000QC das 20:30 as 23:00,Barbosa,Trabalhado,TR1000QC,1,0,112,0,0,0,0,1,1,Natal,RN,0,0,0,24,2408102,2023,12,Dezembro
Quinta,14/12/2023,acomp TR1000QC das 13:30 as 17:00,Barbosa,Trabalhado,TR1000QC,1,0,95,0,0,0,0,1,1,Natal,RN,0,0,0,24,2408102,2023,12,Dezembro
Sexta,15/12/2023,Folga Plantão + acomp TR1000QC das 20:30 as 23:00 + relatório ETD Natal,Barbosa,Trabalhado,TR1000QC,2,0,116,0,0,0,0,1,1,Natal,RN,1,0,0,24,2408102,2023,12,Dezembro
Sábado,16/12/2023,Plantão + Vôo retorno NAT - GRU as 02:40,Barbosa,Trabalhado,,2,0,70,2350,0,0,0,0,1,Natal,RN,0,0,1,24,2408102,2023,12,Dezembro
Domingo,17/12/2023,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2023,12,Dezembro
Segunda,18/12/2023,Folga banco + remota banco safra + Corr OS-C2820 Safra tr2000dc,Barbosa,Trabalhado,TR2000DC,0,2,65,0,0,2,0,0,0,São Paulo,SP,1,0,0,35,3550308,2023,12,Dezembro
Terça,19/12/2023,prev Casa manacá da serra OS-P 6610 + retorno PCM folga,Diego,Trabalhado,HT2000GA,1,1,161,0,1,0,0,0,0,Franco da Rocha,SP,0,0,0,35,3516408,2023,12,Dezembro
Quarta,20/12/2023,prev Casa São Luís 1 e 2 OS-P 6618/6619 + pasta Diego,Diego,Trabalhado,HT2000GA,1,2,165,0,2,0,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2023,12,Dezembro
Quinta,21/12/2023,papelada + sup Barbosa,Barbosa,Trabalhado,,2,0,0,0,0,0,0,0,0,São Paulo,SP,0,1,0,35,3550308,2023,12,Dezembro
Sexta,22/12/2023,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,12,Dezembro
Sábado,23/12/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,12,Dezembro
Domingo,24/12/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,12,Dezembro
Segunda,25/12/2023,Natal,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,12,Dezembro
Terça,26/12/2023,reunião alin instalação Itajubá/MG,Barbosa,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,12,Dezembro
Quarta,27/12/2023,movida GRU + fábrica + inst Itajubá/MG  HT2000GAL OS-I 638,Barbosa,Trabalhado,HT2000GA,2,1,419,0,0,0,1,0,1,Itajubá,MG,0,0,0,31,3132404,2023,12,Dezembro
Quinta,28/12/2023,inst Itajubá/MG  HT2000GAL + compra luz cabine + treinamento,Barbosa,Trabalhado,HT2000GA,3,0,39,0,0,0,0,1,1,Itajubá,MG,0,0,0,31,3132404,2023,12,Dezembro
Sexta,29/12/2023,trei Itajubá /MG + retorno sp + movida GRU,Barbosa,Trabalhado,HT2000GA,3,0,280,0,0,0,0,1,1,Itajubá,MG,0,0,0,31,3132404,2023,12,Dezembro
Sábado,30/12/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,12,Dezembro
Domingo,31/12/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,12,Dezembro
Segunda,01/01/2024,Ano novo,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,1,Janeiro
Terça,02/01/2024,Movida GRU + Ida Belo Horizonte/MG + papelada,Barbosa,Trabalhado,,3,0,598,0,0,0,0,0,1,Belo Horizonte,MG,0,1,0,31,3106200,2024,1,Janeiro
Quarta,03/01/2024,Ida Gov. Valadares/MG + inst HT2000GAL Gov. Valadares,Barbosa,Trabalhado,HT2000GA,1,1,357,0,0,0,1,0,1,Governador Valadares,MG,0,0,0,31,3127701,2024,1,Janeiro
Quinta,04/01/2024,trein HT2000GAL Gov Valadares/MG,Barbosa,Trabalhado,HT2000GA,1,0,40,0,0,0,0,1,1,Governador Valadares,MG,0,0,0,31,3127701,2024,1,Janeiro
Sexta,05/01/2024,Folga plantão + Trein Gov. Valadares/MG + PV time 4 + docs gov Valadares,Barbosa,Trabalhado,HT2000GA,2,0,30,0,0,0,0,1,1,Governador Valadares,MG,1,0,0,31,3127701,2024,1,Janeiro
sábado,06/01/2024,Plantão SP + ida Belo Horizonte,Barbosa,Trabalhado,,1,0,363,0,0,0,0,0,1,Belo Horizonte,MG,0,0,1,31,3106200,2024,1,Janeiro
Domingo,07/01/2024,Plantão SP + Ida Uberaba,Barbosa,Trabalhado,,1,0,453,0,0,0,0,0,1,Uberaba,MG,0,0,1,31,3170107,2024,1,Janeiro
Segunda,08/01/2024,inst ht2000gal Uberaba cancelada + fábrica + volta movida GRU,Barbosa,Trabalhado,,3,0,581,0,0,0,0,0,1,Uberaba,MG,0,0,0,31,3170107,2024,1,Janeiro
Terça,09/01/2024,Remota e Corr. e prev. casa manacá da serra + prev casa Tapajós,Diego,Trabalhado,HT2000GA,0,4,160,0,2,2,0,0,0,Franco da Rocha,SP,0,0,0,35,3516408,2024,1,Janeiro
Quarta,10/01/2024,papelada,Diego,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,1,0,35,3550308,2024,1,Janeiro
Quinta,11/01/2024,Movida GRU + Ida Uberaba + inst ht2000gal Uberaba OS-I 658,Diego,Trabalhado,HT2000GA,3,0,522,0,0,0,1,0,1,Uberaba,MG,0,0,0,31,3170107,2024,1,Janeiro
Sexta,12/01/2024,inst ht2000gal Uberaba OS-I 658 + comprar porca,Diego,Trabalhado,HT2000GA,1,1,18,0,0,0,1,0,1,Uberaba,MG,0,0,0,31,3170107,2024,1,Janeiro
sábado,13/01/2024,ida e volta fábrica tampas acrílicas + compra parafusos cabine,Diego,Trabalhado,HT2000GA,2,0,840,0,0,0,0,0,1,Uberaba,MG,1,0,0,31,3170107,2024,1,Janeiro
Domingo,14/01/2024,instalação tampas acrílicas + correção imagem fantasma,Diego,Trabalhado,HT2000GA,2,0,22,0,0,0,0,0,1,Uberaba,MG,1,0,0,31,3170107,2024,1,Janeiro
Segunda,15/01/2024,soft Uberaba + trein Uberaba + ida Uberlândia + tampa acrílica Uberlândia,Diego,Trabalhado,HT2000GA,4,0,161,0,0,0,0,1,1,Uberlandia,MG,0,0,0,31,3170206,2024,1,Janeiro
Terça,16/01/2024,volta Uberlândia + corretiva inter meal Viracopos + movida GRU,Diego,Trabalhado,CX6040BI,2,1,610,0,0,1,0,0,1,Uberlandia,MG,0,0,0,31,3170206,2024,1,Janeiro
Quarta,17/01/2024,papelada + Corr. casa vila Maria OS-C 2896,Barbosa,Trabalhado,HT2000GA,1,1,116,0,0,1,0,0,0,São Paulo,SP,0,1,0,35,3550308,2024,1,Janeiro
Quinta,18/01/2024,sup Maurolucio camera,Bruno,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,1,Janeiro
Sexta,19/01/2024,papelada + trein online sejuspMG as 13:00,Barbosa,Trabalhado,,2,0,0,0,0,0,0,1,0,São Paulo,SP,0,1,0,35,3550308,2024,1,Janeiro
sábado,20/01/2024,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,1,Janeiro
Domingo,21/01/2024,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,1,Janeiro
Segunda,22/01/2024,reunião app ponto adiada + no break fábrica + troca casa vila Maria C 2918,Barbosa,Trabalhado,HT2000GA,2,1,314,0,0,1,0,0,0,Indaiatuba,SP,0,0,0,35,3520509,2024,1,Janeiro
Terça,23/01/2024,docs cred GRU + reunião ponto 09:00 + Jadlog (não aut)+ azul congonhas P 4429 (inic ponto),Diego,Trabalhado,CX100100TI,3,1,139,0,1,0,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2024,1,Janeiro
Quarta,24/01/2024,credencial GRU as 08:20 + rem Alfenas HT2000GAL R 722 + sup Leonardo,Diego,Trabalhado,HT2000GA,2,1,98,0,0,1,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2024,1,Janeiro
Quinta,25/01/2024,fábrica tubo e monitor + troca tubo ML SBC C 2933 / C 2934,Barbosa,Trabalhado,CX100100D,1,2,306,0,0,2,0,0,0,São Bernardo do Campo,SP,0,0,0,35,3548708,2024,1,Janeiro
Sexta,26/01/2024,papelada + troca monitor ML Extrema C 2937+ devolver peças fábrica,Barbosa,Trabalhado,CX100100D,2,1,448,0,0,1,0,0,0,Extrema,MG,0,1,0,31,3125101,2024,1,Janeiro
sábado,27/01/2024,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,1,Janeiro
Domingo,28/01/2024,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,1,Janeiro
Segunda,29/01/2024,ida GRU - IMP 07:40 + inst forum imperatriz 6040 Maq entregue fim dia,Barbosa,Trabalhado,CX6040BI,1,1,70,2020,0,0,1,0,1,Imperatriz,MA,0,0,0,21,2105302,2024,1,Janeiro
Terça,30/01/2024,inst forum imperatriz 6040,Barbosa,Trabalhado,CX6040BI,0,1,10,0,0,0,1,0,1,Imperatriz,MA,0,0,0,21,2105302,2024,1,Janeiro
Quarta,31/01/2024,inst e trein forum imperatriz 6040,Barbosa,Trabalhado,CX6040BI,2,0,23,0,0,0,0,1,0,Imperatriz,MA,0,0,0,21,2105302,2024,1,Janeiro
Quinta,01/02/2024,Volta IMP - GRU 02:50 + papelada + rem correios Natal R-726 + rem aerovip GRU R-727,Barbosa,Trabalhado,CX100100D,2,2,70,2020,0,2,0,0,1,Imperatriz,MA,0,1,0,21,2105302,2024,2,Fevereiro
Sexta,02/02/2024,Feriado Indaiatuba + rem aerovip GRU 100100TI R-728,Bruno,Trabalhado,CX100100TI,0,1,0,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,2,Fevereiro
sábado,03/02/2024,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,2,Fevereiro
Domingo,04/02/2024,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,2,Fevereiro
Segunda,05/02/2024,Prev Casa João Pulo P6783 / Belem P6785 / vila Leopoldina P6786 (09:40-15:47),Diego,Trabalhado,HT2000GA,0,3,103,0,3,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,2,Fevereiro
Terça,06/02/2024,Prev Casa Ruth Pistori P-6794 + corretiva Safra TR2000DC C-2968,Diego,Trabalhado,HT2000GA,0,2,93,0,1,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,2,Fevereiro
Quarta,07/02/2024,trei Casa Osasco 1 + Prev Casa Osasco 1 e 2 P6804/P6805 - Topázio e Turiassú P6795/P6796 + retirar Inversor Fábrica,Diego,Trabalhado,HT2000GA,2,4,364,0,4,0,0,1,0,Osasco,SP,0,0,0,35,3534401,2024,2,Fevereiro
Quinta,08/02/2024,vôo ida GRU-PMW 00:30 + ida palmas - barra do grota C-2978 + Corr 100100TI pres barra do grota,Barbosa,Trabalhado,CX100100TI,2,1,412,0,0,1,0,0,1,Barra do Grota,TO,0,0,0,17,,2024,2,Fevereiro
Sexta,09/02/2024,Folga plantão + Corr barra do grota 100100TI C-2978 + ida barra do grota - palmas,Barbosa,Trabalhado,CX100100TI,2,0,487,0,0,1,0,0,1,Barra do Grota,TO,1,0,0,17,,2024,2,Fevereiro
sábado,10/02/2024,Plantão SP + vôo volta PMW-GRU 01:50,Barbosa,Trabalhado,,1,0,50,1530,0,0,0,0,1,Palmas,TO,0,0,1,17,1721000,2024,2,Fevereiro
Domingo,11/02/2024,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2024,2,Fevereiro
Segunda,12/02/2024,Carnaval,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,2,Fevereiro
Terça,13/02/2024,Carnaval,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,2,Fevereiro
Quarta,14/02/2024,papelada + alinhamento viagem Teresina/PI,Paulinele,Trabalhado,,2,0,0,0,0,0,0,0,0,São Paulo,SP,0,1,0,35,3550308,2024,2,Fevereiro
Quinta,15/02/2024,retirar PC Timon Fábrica + devolução inversor fábrica,Paulinele,Trabalhado,,2,0,278,0,0,0,0,0,0,Indaiatuba,SP,0,0,0,35,3520509,2024,2,Fevereiro
Sexta,16/02/2024,planilha deslocamento + aerovip GRU C2992 / P4473 + ML GRU 1 P4474 / P4475 / P4476,Diego,Trabalhado,CX100100D,1,5,85,0,4,1,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2024,2,Fevereiro
sábado,17/02/2024,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,2,Fevereiro
Domingo,18/02/2024,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,2,Fevereiro
Segunda,19/02/2024,preventiva ML GRU 2 C2999/P4477P4478/P4479/P4480/P4481/P4482 + papelada + sup Rogério + vôo ida GRU - THE 21:35,Diego,Trabalhado,CX100100D,2,7,100,2100,6,1,0,0,1,Teresina,PI,0,1,0,22,2211001,2024,2,Fevereiro
Terça,20/02/2024,inst TCE Teresina 02 6040BI I691/I692,Barbosa,Trabalhado,CX6040BI,0,2,42,0,0,0,2,0,1,Teresina,PI,0,0,0,22,2211001,2024,2,Fevereiro
Quarta,21/02/2024,trein TCE Teresina as 08:30 + corr. troca Pc HT Timon C3017 + compra cabos Timon,Barbosa,Trabalhado,HT2000GA,2,1,46,0,0,1,0,1,1,Timon,MA,0,0,0,21,2112209,2024,2,Fevereiro
Quinta,22/02/2024,inst sistema câmeras HT Timon C3017,Barbosa,Trabalhado,HT2000GA,0,1,50,0,0,1,1,0,1,Timon,MA,0,0,0,21,2112209,2024,2,Fevereiro
Sexta,23/02/2024,Vôo retorno THE - GRU 03:55 + papelada,Barbosa,Trabalhado,,2,0,70,2100,0,0,0,0,1,Teresina,PI,0,1,0,22,2211001,2024,2,Fevereiro
sábado,24/02/2024,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,2,Fevereiro
Domingo,25/02/2024,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,2,Fevereiro
Segunda,26/02/2024,,0,Sem Atividade,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,2,Fevereiro
Terça,27/02/2024,prev Casa Atibaia P6887,Diego,Trabalhado,HT2000GA,0,1,254,0,1,0,0,0,0,Atibaia,SP,0,0,0,35,3504107,2024,2,Fevereiro
Quarta,28/02/2024,Medicos Nana + alin integ vilares metal + alin inst TR2000DC aerop Goiânia,Barbosa,Trabalhado,,2,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,2,Fevereiro
Quinta,29/02/2024,integ Vilares metal as 10:00 + rem HT2000GA estância/SE R738 + papelada com envio Pc Timon + rem TJMT 6040BI R739,Diego,Trabalhado,HT2000GA,2,2,0,0,0,2,0,0,0,São Paulo,SP,0,1,0,35,3550308,2024,2,Fevereiro
Sexta,01/03/2024,trei SEJUSP online as 13:00 (cancelado),Barbosa,Trabalhado,,1,0,0,0,0,0,0,1,0,São Paulo,SP,0,0,0,35,3550308,2024,3,Março
sábado,02/03/2024,Corr. Porto São Sebastião FS6000 C-FS/MT442,Diego,Trabalhado,FS6000,0,1,403,0,0,1,0,0,0,São Sebastião,SP,1,0,0,35,3550704,2024,3,Março
Domingo,03/03/2024,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2024,3,Março
Segunda,04/03/2024,vôo ida CGH-GYN as 06:35 + inst TR2000DC Goiânia,Barbosa,Trabalhado,TR2000DC,1,1,70,821,0,0,0,0,1,Goiânia,GO,0,0,0,52,5208707,2024,3,Março
Terça,05/03/2024,trein TR2000DC Goiânia  as 11:00 e as 14:00 e as 19:00,Barbosa,Trabalhado,TR2000DC,3,0,40,0,0,0,0,3,1,Goiânia,GO,0,0,0,52,5208707,2024,3,Março
Quarta,06/03/2024,Op assis TR2000DC Goiânia + trei as 10:40 e as 18:30,Barbosa,Trabalhado,TR2000DC,3,0,18,0,0,0,0,1,1,Goiânia,GO,0,0,0,52,5208707,2024,3,Março
Quinta,07/03/2024,Op assis TR2000DC Goiânia + trei as 10:40 e as 14:00,Barbosa,Trabalhado,TR2000DC,3,0,77,0,0,0,0,1,1,Goiânia,GO,0,0,0,52,5208707,2024,3,Março
